reference,file,page,kind,text_chars,n_drawings,image_cover,width_mm,height_mm,error
26_1183_FUL,10_drawing_other.pdf,26,born-digital,728,107,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,27,born-digital,1778,81,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,28,born-digital,1333,117,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,29,born-digital,1989,78,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,30,born-digital,691,102,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,31,born-digital,1288,101,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,32,born-digital,1505,100,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,33,born-digital,1634,105,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,34,born-digital,28,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,35,born-digital,241,3,0.494,191,275,
26_1183_FUL,10_drawing_other.pdf,36,born-digital,212,3,0.329,191,275,
26_1183_FUL,10_drawing_other.pdf,37,mixed,265,3,0.629,191,275,
26_1183_FUL,10_drawing_other.pdf,38,born-digital,253,3,0.279,191,275,
26_1183_FUL,10_drawing_other.pdf,39,mixed,255,3,0.512,191,275,
26_1183_FUL,10_drawing_other.pdf,40,born-digital,42,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,41,born-digital,396,694,0.305,275,191,
26_1183_FUL,10_drawing_other.pdf,42,born-digital,411,37,0.204,275,191,
26_1183_FUL,10_drawing_other.pdf,43,born-digital,51,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,44,born-digital,1506,157,0.011,210,297,
26_1183_FUL,10_drawing_other.pdf,45,born-digital,1482,157,0.011,210,297,
26_1183_FUL,10_drawing_other.pdf,46,born-digital,1482,157,0.011,210,297,
26_1183_FUL,10_drawing_other.pdf,47,born-digital,1476,157,0.011,210,297,
26_1183_FUL,10_drawing_other.pdf,48,born-digital,49,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,49,born-digital,1748,6,0.05,210,297,
26_1183_FUL,10_drawing_other.pdf,50,born-digital,841,54,0.008,210,297,
26_1183_FUL,10_drawing_other.pdf,51,born-digital,1294,81,0.009,210,297,
26_1183_FUL,10_drawing_other.pdf,52,born-digital,1271,54,0.007,210,297,
26_1183_FUL,10_drawing_other.pdf,53,born-digital,54,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,54,born-digital,2780,364,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,55,born-digital,2086,2,0.033,216,279,
26_1183_FUL,10_drawing_other.pdf,56,born-digital,3108,421,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,57,born-digital,3079,393,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,58,born-digital,2827,349,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,59,born-digital,2383,253,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,60,born-digital,2935,112,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,61,born-digital,2893,112,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,62,born-digital,1491,49,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,63,born-digital,3453,99,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,64,born-digital,3408,112,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,65,born-digital,1964,23,0.029,216,279,
26_1183_FUL,10_drawing_other.pdf,66,born-digital,47,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,67,born-digital,6861,1061,0.001,210,297,
26_1183_FUL,10_drawing_other.pdf,68,born-digital,36,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,69,born-digital,2834,93,0.005,297,210,
26_1183_FUL,10_drawing_other.pdf,70,born-digital,44,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,71,born-digital,2483,209,0.021,210,297,
26_1183_FUL,10_drawing_other.pdf,72,born-digital,582,47,0.022,210,297,
26_1183_FUL,10_drawing_other.pdf,73,born-digital,1965,765,0.032,210,297,
26_1183_FUL,10_drawing_other.pdf,74,born-digital,3140,1057,0.06,210,297,
26_1183_FUL,10_drawing_other.pdf,75,born-digital,658,27,0.022,210,297,
26_1183_FUL,10_drawing_other.pdf,76,born-digital,3267,30,0.031,210,297,
26_1183_FUL,10_drawing_other.pdf,77,born-digital,3292,37,0.029,210,297,
26_1183_FUL,10_drawing_other.pdf,78,born-digital,2972,41,0.022,210,297,
26_1183_FUL,10_drawing_other.pdf,79,born-digital,2428,208,0.021,210,297,
26_1183_FUL,10_drawing_other.pdf,80,born-digital,582,47,0.022,210,297,
26_1183_FUL,10_drawing_other.pdf,81,born-digital,2044,825,0.032,210,297,
26_1183_FUL,10_drawing_other.pdf,82,born-digital,3208,1092,0.06,210,297,
26_1183_FUL,10_drawing_other.pdf,83,born-digital,3266,30,0.031,210,297,
26_1183_FUL,10_drawing_other.pdf,84,born-digital,3291,37,0.029,210,297,
26_1183_FUL,10_drawing_other.pdf,85,born-digital,2945,41,0.022,210,297,
26_1183_FUL,10_drawing_other.pdf,86,born-digital,42,0,0.0,210,297,
26_1183_FUL,10_drawing_other.pdf,87,born-digital,4806,4,0.004,210,297,
26_1183_FUL,11_location_plan.pdf,1,born-digital,7148,7038,0.007,420,297,
26_1193_FUL,01_location_plan.pdf,1,born-digital,0,1166,0.0,210,297,
26_1193_FUL,02_site_plan.pdf,1,born-digital,0,1295,0.0,210,297,
26_1193_FUL,03_floor_plan.pdf,1,born-digital,0,1268,0.0,420,297,
26_1193_FUL,04_floor_plan.pdf,1,born-digital,0,2505,0.0,420,297,
26_1193_FUL,05_drawing_other.pdf,1,born-digital,0,936,0.0,420,297,
26_1193_FUL,06_drawing_other.pdf,1,born-digital,0,1560,0.0,420,297,
26_1207_FUL,01_proposed_floor_plan.pdf,1,born-digital,0,3423,0.0,841,594,
26_1207_FUL,02_proposed_elevation.pdf,1,born-digital,0,3386,0.0,841,594,
26_1207_FUL,03_existing_floor_plan.pdf,1,born-digital,0,3082,0.0,841,594,
26_1207_FUL,04_existing_elevation.pdf,1,born-digital,0,3509,0.0,841,594,
26_1207_FUL,05_existing_combined.pdf,1,born-digital,259,51,0.0,210,297,
26_1207_FUL,06_location_plan.pdf,1,scanned,0,0,0.998,216,294,
26_1207_FUL,07_location_plan.pdf,1,scanned,0,0,0.998,216,294,
26_1248_FUL,01_proposed_site_plan.pdf,1,born-digital,1500,4692,0.0,841,594,
26_1248_FUL,02_floor_plan.pdf,1,born-digital,1007,1083,0.0,841,594,
26_1248_FUL,03_location_plan.pdf,1,born-digital,207,2,0.236,297,210,
