reference,register_url,accessed_on,doc_index,doc_kind,category,bytes,status
26/0700/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0700,2026-09-09,6,elevation,Drawings and Plans,2809135,ok
26/0700/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0700,2026-09-09,7,elevation,Drawings and Plans,635137,ok
26/0700/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0700,2026-09-09,8,location_plan,Drawings and Plans,55088,ok
26/0700/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0700,2026-09-09,9,site_plan,Drawings and Plans,445784,ok
26/0700/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0700,2026-09-09,10,elevation,Drawings and Plans,3740686,ok
26/0700/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0700,2026-09-09,11,floor_plan,Drawings and Plans,100704,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,1,existing_elevation,Application Details,2994656,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,2,proposed_block_plan,Application Details,4499628,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,3,existing_block_plan,Application Details,4547226,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,4,proposed_elevation,Application Details,3702892,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,5,existing_roof_plan,Application Details,13079204,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,6,location_plan,Drawings and Plans,2968031,ok
26/0710/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0710,2026-09-09,7,proposed_roof_plan,Drawings and Plans,13842170,ok
26/0709/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0709,2026-09-09,1,location_plan,Drawings and Plans,102761,ok
26/0709/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0709,2026-09-09,2,existing_proposed_site_plan,Drawings and Plans,217649,ok
26/0709/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0709,2026-09-09,3,proposed_combined,Drawings and Plans,1991194,ok
26/0709/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0709,2026-09-09,4,existing_combined,Drawings and Plans,3322336,ok
26/0780/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0780,2026-09-09,1,existing_floor_plan,Drawings and Plans,454843,ok
26/0780/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0780,2026-09-09,2,existing_elevation,Drawings and Plans,326533,ok
26/0780/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0780,2026-09-09,3,drawing_other,Drawings and Plans,138756,ok
26/0780/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0780,2026-09-09,4,drawing_other,Drawings and Plans,589874,ok
26/0780/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0780,2026-09-09,5,drawing_other,Drawings and Plans,1685706,ok
26/0792/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0792,2026-09-09,1,location_plan,Drawings and Plans,689706,ok
26/0792/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0792,2026-09-09,2,existing_floor_plan,Drawings and Plans,332667,ok
26/0792/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0792,2026-09-09,3,proposed_floor_plan,Drawings and Plans,332545,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,1,proposed_roof_plan,Drawings and Plans,100880,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,2,existing_proposed_block_plan,Drawings and Plans,103056,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,3,location_plan,Drawings and Plans,275816,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,4,existing_site_plan,Drawings and Plans,110091,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,5,existing_floor_plan,Drawings and Plans,81447,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,6,existing_elevation,Drawings and Plans,121578,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,7,proposed_floor_plan,Drawings and Plans,160979,ok
26/0804/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0804,2026-09-09,8,proposed_elevation,Drawings and Plans,533203,ok
26/0810/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0810,2026-09-09,1,location_plan,Drawings and Plans,147423,ok
26/0810/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0810,2026-09-09,2,site_plan,Drawings and Plans,155328,ok
26/0810/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0810,2026-09-09,3,drawing_other,Drawings and Plans,76576,ok
26/0810/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0810,2026-09-09,4,combined,Drawings and Plans,129035,ok
26/0810/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0810,2026-09-09,5,floor_plan,Drawings and Plans,183323,ok
26/0832/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0832,2026-09-09,1,location_plan,Drawings and Plans,560971,ok
26/0832/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0832,2026-09-09,2,block_plan,Drawings and Plans,226503,ok
26/0832/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0832,2026-09-09,3,proposed_block_plan,Drawings and Plans,242330,ok
26/0832/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0832,2026-09-09,4,existing_combined,Drawings and Plans,2917306,ok
26/0832/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0832,2026-09-09,5,proposed_combined,Drawings and Plans,2953364,ok
26/0983/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0983,2026-09-09,1,existing_proposed_site_plan,Application Details,170992,ok
26/0983/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0983,2026-09-09,2,existing_floor_plan,Application Details,187889,ok
26/0983/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0983,2026-09-09,3,existing_elevation,Application Details,209959,ok
26/0983/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0983,2026-09-09,4,location_plan,Drawings and Plans,137800,ok
26/0983/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0983,2026-09-09,5,proposed_floor_plan,Drawings and Plans,204819,ok
26/0983/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0983,2026-09-09,6,proposed_elevation,Drawings and Plans,213867,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,1,proposed_section,Application Details,40809,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,2,survey,Application Details,38563,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,3,details,Application Details,100138,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,4,existing_floor_plan,Application Details,61865,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,5,existing_roof_plan,Application Details,49046,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,6,existing_elevation,Application Details,41980,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,7,existing_section,Application Details,37253,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,8,existing_section,Application Details,37586,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,9,section,Application Details,44289,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,10,section,Application Details,43395,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,11,existing_proposed_block_plan,Application Details,1981888,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,12,existing_section,Application Details,36672,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,13,proposed_floor_plan,Application Details,70171,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,14,proposed_roof_plan,Application Details,44675,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,15,proposed_elevation,Application Details,43519,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,16,floor_plan,Application Details,60859,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,17,floor_plan,Application Details,66112,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,18,section,Application Details,42728,ok
26/0994/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0994,2026-09-09,19,location_plan,Drawings and Plans,488254,ok
26/0997/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0997,2026-09-09,1,site_plan,Drawings and Plans,131221,ok
26/0997/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0997,2026-09-09,2,existing_floor_plan,Drawings and Plans,367867,ok
26/0997/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0997,2026-09-09,3,existing_elevation,Drawings and Plans,404518,ok
26/0997/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0997,2026-09-09,4,proposed_floor_plan,Drawings and Plans,425936,ok
26/0997/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0997,2026-09-09,5,proposed_elevation,Drawings and Plans,1226475,ok
26/0999/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0999,2026-09-09,1,location_plan,Drawings and Plans,275660,ok
26/0999/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0999,2026-09-09,2,location_plan,Drawings and Plans,639350,ok
26/0999/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0999,2026-09-09,3,floor_plan,Drawings and Plans,196439,ok
26/0999/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0999,2026-09-09,4,block_plan,Drawings and Plans,177481,ok
26/0999/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F0999,2026-09-09,5,elevation,Drawings and Plans,552979,ok
26/1018/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1018,2026-09-09,1,location_plan,Drawings and Plans,212891,ok
26/1018/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1018,2026-09-09,2,floor_plan,Drawings and Plans,59541,ok
26/1018/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1018,2026-09-09,3,existing_elevation,Drawings and Plans,173918,ok
26/1018/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1018,2026-09-09,4,floor_plan,Drawings and Plans,44645,ok
26/1018/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1018,2026-09-09,5,block_plan,Drawings and Plans,55718,ok
26/1018/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1018,2026-09-09,6,proposed_elevation,Drawings and Plans,200061,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,1,existing_block_plan,Application Details,101941,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,2,existing_floor_plan,Application Details,141325,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,3,existing_floor_plan,Application Details,102533,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,4,existing_elevation,Application Details,181009,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,5,proposed_floor_plan,Application Details,153669,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,6,proposed_elevation,Application Details,5855522,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,7,proposed_section,Application Details,255872,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,8,drawing_other,Application Details,880908,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,9,proposed_roof_plan,Application Details,129010,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,10,drawing_other,Application Details,5633957,ok
26/1183/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1183,2026-09-09,11,location_plan,Drawings and Plans,1121382,ok
26/1193/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1193,2026-09-09,1,location_plan,Drawings and Plans,131338,ok
26/1193/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1193,2026-09-09,2,site_plan,Drawings and Plans,138988,ok
26/1193/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1193,2026-09-09,3,floor_plan,Drawings and Plans,122685,ok
26/1193/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1193,2026-09-09,4,floor_plan,Drawings and Plans,172249,ok
26/1193/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1193,2026-09-09,5,drawing_other,Drawings and Plans,116655,ok
26/1193/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1193,2026-09-09,6,drawing_other,Drawings and Plans,163213,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,1,proposed_floor_plan,Application Details,186199,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,2,proposed_elevation,Application Details,184068,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,3,existing_floor_plan,Application Details,169091,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,4,existing_elevation,Application Details,182301,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,5,existing_combined,Application Details,26374,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,6,location_plan,Drawings and Plans,1614394,ok
26/1207/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1207,2026-09-09,7,location_plan,Drawings and Plans,1614393,ok
26/1248/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1248,2026-09-09,1,proposed_site_plan,Application Details,218438,ok
26/1248/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1248,2026-09-09,2,floor_plan,Application Details,100929,ok
26/1248/FUL,https://exeter.gov.uk/planning-services/permissions-and-applications/related-documents/?appref=26%2F1248,2026-09-09,3,location_plan,Drawings and Plans,298584,ok
